 ID, FPL Name, Player ID, Full Name, Team, Availability, Position, Current Price, Value Season, Cost Change from Start, Percentage Selected By, Transfers In, Transfers Out, Total Points,  Points Per Game, Minutes, Goals Scored, Assists, Clean Sheets, Goals Conceded, Own Goals, Penalties Saved, Penalties Missed, Yellow Cards, Red Cards, Saves, Bonus Points, Bonus Point System Score, Influence, Creativity, Threat,  ICT Index,
            405,        Boly,        90585,        Willy Boly,Wolverhampton Wanderers,Ankle injury - Unknown return date,        2,        49,        6.9,        -1,        3.4,        342657,        562997,        34,        4.2,        720,        0,        1,        3,        7,        0,        0,        0,        0,        1,        0,        7,        170,        215.0,        56.0,        14.0,        28.7,    
            406,        Vinagre,        216054,        Rúben Gonçalo Silva Nascimento Vinagre,Wolverhampton Wanderers,Knock - 75% chance of playing,        2,        43,        1.9,        -2,        0.2,        6258,        13320,        8,        2.0,        188,        0,        0,        1,        3,        0,        0,        0,        1,        0,        0,        0,        40,        37.0,        16.3,        12.0,        6.5,    
            407,        Saïss,        107613,        Romain Saïss,Wolverhampton Wanderers,Available,        2,        44,        4.3,        -1,        0.5,        37883,        30001,        19,        2.1,        601,        1,        1,        1,        11,        0,        0,        0,        4,        1,        0,        1,        103,        157.8,        29.3,        87.0,        27.3,    
            408,        Kilman,        214048,        Max Kilman,Wolverhampton Wanderers,Available,        2,        40,        0.0,        0,        2.3,        98103,        86262,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            409,        Jiménez,        102057,        Raúl Jiménez,Wolverhampton Wanderers,Available,        4,        73,        8.4,        -2,        13.4,        714143,        1210340,        61,        5.1,        1032,        5,        2,        4,        13,        0,        0,        0,        2,        0,        0,        13,        218,        291.6,        228.4,        425.0,        94.4,    
            410,        Jota,        194634,        Diogo Jota,Wolverhampton Wanderers,Available,        4,        61,        3.8,        -4,        3.1,        150812,        764839,        23,        2.3,        721,        1,        0,        2,        11,        0,        0,        0,        2,        0,        0,        3,        52,        106.4,        136.7,        413.0,        65.7,    
            411,        Patrício,        38533,        Rui Pedro dos Santos Patrício,Wolverhampton Wanderers,Available,        1,        52,        9.4,        2,        12.4,        750105,        323402,        49,        4.1,        1080,        0,        0,        3,        15,        0,        1,        0,        0,        0,        31,        4,        209,        261.8,        0.0,        0.0,        26.3,    
            412,        Ruddy,        19236,        John Ruddy,Wolverhampton Wanderers,Available,        1,        44,        0.0,        -1,        0.4,        4741,        14912,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            413,        Norris,        168399,        Will Norris,Wolverhampton Wanderers,Joined Ipswich Town on loan until the end of the season on 30/7. - Expected back 01 Jul,        1,        40,        0.0,        0,        0.7,        14952,        26056,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            414,        Neves,        171317,        Rúben Diogo da Silva Neves,Wolverhampton Wanderers,Available,        3,        53,        6.4,        -2,        5.5,        258141,        460224,        34,        2.8,        869,        2,        0,        3,        12,        0,        0,        0,        4,        0,        0,        4,        138,        183.8,        99.6,        92.0,        37.8,    
            415,        Moutinho,        19624,        João Filipe Iria Santos Moutinho,Wolverhampton Wanderers,Available,        3,        53,        6.8,        -2,        3.8,        177962,        362729,        36,        3.0,        989,        0,        3,        3,        13,        0,        0,        0,        2,        0,        0,        4,        180,        265.4,        326.7,        39.0,        63.3,    
            416,        Gibbs-White,        222531,        Morgan Gibbs-White,Wolverhampton Wanderers,Back injury - 75% chance of playing,        3,        47,        1.5,        -3,        0.1,        2224,        5687,        7,        2.3,        119,        0,        1,        0,        2,        0,        0,        0,        0,        0,        0,        0,        28,        5.8,        43.2,        12.0,        6.1,    
